,IATA,ICAO,Airline,Call sign,Country/Region,Comments
5137,,SSC,Southern Seaplane,SOUTHERN SKIES,United States,
5138,,SSD,Star Service International,STAR SERVICE,France,
5139,,SSE,Servicios Aéreos Sunset,SUNSET,Mexico,
5140,D2,SSF,Severstal Air Company,SEVERSTAL,Russia,
5141,,SSG,Slovak Government Flying Service,SLOVAK GOVERNMENT,Slovakia,
5142,VD,BBB,SwedJet Airways,BLACKBIRD,Sweden,
5143,,SSK,Skystar International,SKYSTAR,United States,
5144,,SSO,Special Scope Limited,DOPE,United Kingdom,
5145,,SSP,Starspeed,STARSPEED,United Kingdom,
5146,QF,SSQ,Sunstate Airlines,SUNSTATE,Australia,Uses IATA of parent QANTAS.
5147,,SSR,Sardinian Sky Service,SARDINIAN,Italy,
5148,,SSS,SAESA,SAESA,Spain,
5149,,SST,Sunwest Airlines,SUNFLIGHT,Canada,
5150,,SSU,SASCA,SASCA,Venezuela,
5151,5G,SSV,Skyservice Airlines,SKYTOUR,Canada,defunct
5152,,SSW,Streamline Aviation,STREAMLINE,United Kingdom,
5153,,SSY,Sky Aviation,SIERRA SKY,Sierra Leone,
5154,,SSZ,Specsavers Aviation,SPECSAVERS,United Kingdom,
5155,,STA,Star Aviation,STAR,United Kingdom,
5156,,STB,Status-Alpha Airline,STATUS-ALPHA,Ukraine,
5157,,STC,Stadium City Limited,STADIUM,United Kingdom,
5158,,STD,Servicios De Aerotransportacion De Aguascalientes,AERO AGUASCALINETES,Mexico,
5159,,STE,Semitool Europe,SEMITRANS,United Kingdom,
5160,,STF,SFT-Sudanese Flight,,Sudan,
5161,,STG,"Sedalia, Marshall, Boonville Stage Line",STAGE,United States,
5162,,STH,South-Airlines,,Armenia,
5163,,STI,Sontair,SONTAIR,Canada,
5164,,STJ,Sella Aviation,STELLAVIA,Netherlands,
5165,RE,STK,Stobart Air,STOBART,Ireland,
5166,,STL,Stapleford Flight Centre,STAPLEFORD,United Kingdom,
5167,,STO,Streamline Ops,SLOPS,Russia,
5168,,STQ,Star Air,STERA,Indonesia,
5169,FS,STU,Servicios de Transportes Aéreos Fueguinos,FUEGUINO,Argentina,ICAO and call sign not current
5170,,STU,Star African Air,STARSOM,Somali Republic,
5171,,SUU,Star West Aviation,SUNSTAR,United States,
5172,,STV,Saturn Aviation,SATURN,United States,
5173,,STW,South West Air Corporation,SIERRA WHISKEY,Philippines,
5174,,STX,Stars Away Aviation,STARSAWAY,South Africa,
5175,,STY,Styrian Airways,STYRIAN,Austria,
5176,,SUA,Silesia Air,AIR SILESIA,Czech Republic,
5177,,SUB,Suburban Air Freight,SUB AIR,United States,
5178,SD,SUD,Sudan Airways,SUDANAIR,Sudan,
5179,PI,SUF,Sun Air (Fiji),SUNFLOWER,Fiji,
5180,LW,FDY,Sun Air International,FRIENDLY,United States,
5181,,SUG,Sunu Air,SUNU AIR,Senegal,
5182,,SUH,Sun Light,LIGHT AIR,Kyrgyzstan,
5183,,SUI,Swiss Air Force,SWISS AIR FORCE,Switzerland,
5184,,SUK,Superior Aviation Services,SKYCARGO,Kenya,
5185,,SUM,State Unitary Air Enterprise,SUMES,Russia,
5186,,SUR,Sun Air,,Egypt,
5187,EZ,SUS,Sun Air of Scandinavia,SUNSCAN,Denmark,
5188,,URF,Surf Air,SURF AIR,United States,
5189,,SUT,Sistemas Aeronauuticos 2000,SISTEMAS AERONAUTICOS,Mexico,
5190,,SUV,Sundance Air,DANCEAIR,Venezuela,
5191,SV,SVA,Saudia,SAUDIA,Saudi Arabia,
5192,,SVD,St. Vincent Grenadines Air (1990),GRENADINES,Saint Vincent and the Grenadines,
5193,,SVF,Swedish Armed Forces,SWEDEFORCE,Sweden,
5194,,AWJ,Sahel Airlines,SAHEL AIRLINES,Niger,
5195,,SVH,Sterling Helicopters,SILVER,United Kingdom,
5196,,SVI,Servicios De Transporte Aéreo,SETRA,Mexico,
5197,,SVJ,Silver Air,,Djibouti,
5198,,SVL,Sevastopol-Avia,SEVAVIA,Ukraine,
5199,,SVN,Savanair (Angola),SAVANAIR,Angola,
5200,,SVO,Servicios Aeronáuticos De Oriente,SERVIORIENTE,Mexico,
5201,,SVS,Servicios Aéreos Saar,AEREOS SAAR,Mexico,
5202,,SVT,Seven Four Eight Air Services,SIERRA SERVICES,Luxembourg,
5203,,SVX,Security Aviation,SECURITY AIR,United States,
5204,WN,SWA,Southwest Airlines,SOUTHWEST,United States,
5205,,SWB,Swissboogie Parapro,SWISSBOOGIE,Switzerland,
5206,,SWC,South West Air,SAINT CLAIR,Canada,
5207,A4,SWD,Southern Winds Airlines,SOUTHERN WINDS,Argentina,
5208,,SWE,Swedeways,SWEDELINE,Sweden,
5209,,,Spurling Aviation,AIR SEATTLE,United States,Code was ASL
5210,WG,SWG,Sunwing Airlines,SUNWING,Canada,
5211,,SWI,Sunworld Airlines,SUNWORLD,United States,
5212,,SWJ,StatesWest Airlines,STATES,United States,
5213,,SWO,Surinam International Victory Airline,SIVA,Suriname,defunct
5214,,SWP,Star Work Sky,STAR WORK,Italy,
5215,WQ,SWQ,Swift Air (Interstate Equipment Leasing),SWIFTFLIGHT,United States,
5216,LX,SWR,Swiss International Air Lines,SWISS,Switzerland,
5217,SR,SWR,Swissair,SWISSAIR,Switzerland,defunct
5218,SR,SDR,Sundair,SUNDAIR,Germany,
5219,,SWS,Sunwest Aviation (Lindquist Investment),SUNNY WEST,United States,
5220,,SWT,Swiftair,SWIFT,Spain,
5221,LZ[56],SWU,Swiss Global Air Lines,EUROSWISS,Switzerland,
5222,WV,SWV,Swe Fly,FLYING SWEDE,Sweden,
5223,S8,SWW,Shovkoviy Shlyah,WAY AERO,Ukraine,
5224,Q4,SWX,Swazi Express Airways,SWAZI EXPRESS,Eswatini,
5225,WO,WSW,Swoop,SWOOP,Canada,
5226,,SWY,Sky Jet,SWISSLINK,Switzerland,
5227,,SWZ,"Servair, Private Charter",SWISSBIRD,Switzerland,Code re-allocated
5228,S8,SWZ,Skywise Airline,SKYWISE,South Africa,
5229,,SXA,Southern Cross Aviation,FERRY,United States,
5230,,SXC,Sky Exec Aviation Services,SKY EXEC,Nigeria,
5231,,SXE,Southeast Express Airlines,DOGWOOD EXPRESS,United States,
5232,,SXM,Servicios Aéreos Especializados Mexicanos,SERVIMEX,Mexico,
5233,XQ,SXS,SunExpress,SUNEXPRESS,Turkey,
5234,,SXT,Servicios De Taxi Aéreo,SERTA,Mexico,
5235,,SXX,Satellite Aero,SATELLITE EXPRESS,United States,
5236,,SXY,Safari Express Cargo,SAFARI EXPRESS,Kenya,
5237,,SYA,Skyways,LINEAS CARDINAL,Argentina,
5238,,SYC,Systec 2000,SYSTEC,United States,
5239,,SYE,Sheba Aviation,,Yemen,
5240,,SYF,Sky One Express Airlines,SKY FIRST,United States,
5241,,SYG,Synergy Aviation,SYNERGY,United Kingdom,
5242,,SYI,Sonalysts,,United States,
5243,,SYJ,Slate Falls Airways,,Canada,
5244,,SYK,Satsair,AEROCAB,United States,(J and A Properties)
5245,,SYN,Syncrude Canada,SYNCRUDE,Canada,
5246,RB,SYR,Syrian Arab Airlines,SYRIANAIR,Syrian Arab Republic,
5247,,SYS,Shawbury Flying Training Unit,SHAWBURY,United Kingdom,
5248,,SYV,Special Aviation Systems,SPECIAL SYSTEM,United States,
5249,AL,SYX,Skywalk Airlines,SKYWAY-EX,United States,(Astral Aviation)
5250,ZP,AZQ,Silk Way Airlines,SILK LINE,Azerbaijan,
5251,7L,AZG,Silk Way West Airlines,SILK WEST,Azerbaijan,
5252,,SYY,South African Historic Flight,SKY COACH,South Africa,
5253,,SZT,Servicios Aeronáuticos Z,AERO ZEE,Mexico,
5254,,BHV,Specavia Air Company,AVIASPEC,Russia,
5255,,BLY,Starair,BLARNEY,Ireland,
5256,,BNC,Sundance Air,BARNACLE AIR,United States,
5257,E5,BRZ,Samara Airlines,BERYOZA,Russia,defunct
5258,E5,RBG,Air Arabia Egypt,ARABIA EGYPT,Egypt,
5259,,CBN,Swedish Civil Aviation Administration,CALIBRATION,Sweden,
5260,SC,CDG,Shandong Airlines,SHANDONG,China,
5261,,CDS,Spectrem Air,SPECDAS,South Africa,
5262,,CEE,Servicios Aéreos Centrales,CENTRA AEREOS,Mexico,
5263,,CFL,Swedish Airlines,SWEDISH,Sweden,
5264,,CGL,Seagle Air,SEAGLE,Slovakia,
5265,,CIG,Sirius-Aero,SIRIUS AERO,Russia,
5266,,CNK,Sunwest Home Aviation,CHINOOK,Canada,
5267,SK,CNO,SAS Braathens,SCANOR,Norway,
5268,9C,CQH,Spring Airlines,AIR SPRING,China,
5269,3U,CSC,Sichuan Airlines,SI CHUAN,China,
5270,FM,CSH,Shanghai Airlines,SHANGHAI AIR,China,Part of China Eastern Airlines
5271,,CSY,Shuangyang General Aviation,SHUANGYANG,China,
5272,ZH,CSZ,Shenzhen Airlines,SHENZHEN AIR,China,
5273,8C,CXI,Corendon Airlines Europe,TOURIST,Malta,
5274,,DKT,Sioux Falls Aviation,DAKOTA,United States,
5275,,DKY,Servicios Aéreos Elite,DAKOY,Spain,
5276,,DNI,Servicios Aéreos Denim,AERO DENIM,Mexico,
5277,,EAB,Swiss Eagle,SWISS EAGLE,Switzerland,
5278,,EAN,Skypower Express Airways,NIGERIA EXPRESS,Nigeria,Express Airways Nigeria
5279,,ENR,Scenic Air,,Namibia,
5280,7L,ERO,Sun D'Or,ECHO ROMEO,Israel,
5281,NE,ESK,SkyEurope,RELAX,Slovakia,defunct
5282,CQ,EXL,Sunshine Express Airlines,,Australia,
5283,,EXY,South African Express,EXPRESSWAYS,South Africa,
5284,,FFD,Stuttgarter Flugdienst,FIRST FLIGHT,Germany,
5285,,FFH,Shalom Air Services,PEACE AIR,Nigeria,
5286,,FJE,Silverjet,ENVOY,United Kingdom,
5287,,FLH,Sky Bus,MILE HIGH,United States,
5288,,GAD,South Coast Aviation,SOUTHCOAST,United Kingdom,
5289,,GDE,Servicios Aéreos Gadel,GADEL,Mexico,
5290,,GDG,S.P. Aviation,GOLDEN GATE,United States,
5291,,GIK,Seba Airlines,SEBA,Guinea,
5292,,GNA,Servicios Aéreos Gana,SERVIGANA,Mexico,
5293,,GSW,Sky Wings Airlines,,Greece,
5294,,GXL,Star XL German Airlines,STARDUST,Germany,
5295,,HAU,Skyhaul,SKYHAUL,Japan,
5296,,HIP,Starship,STARSA,Mexico,
5297,,HJE,Servicios Ejecutivos Gosa,GOSA,Mexico,
5298,SO,HKA,Superior Aviation,SPEND AIR,United States,
5299,,HLO,Samaritan Air Service,HALO,Canada,
5300,KI,SJB,SKS Airways,SOUTHER TIGER,Malaysia,Operates scheduled flights to outlying islands from Subang Airport to Redang and Tioman.
5301,,HRI,Skyraidybos Mokymo Centras,HELIRIM,Lithuania,
5302,,HSK,Sky Europe Airlines,MATRA,Slovakia,
5303,,HSV,Svenska Direktflyg,HIGHSWEDE,Sweden,
5304,,HSY,Sky Helicopteros,HELISKY,Spain,
5305,TE,IGA,Skytaxi,IGUANA,Poland,
5306,,IJS,Silvair,,United States,
5307,,ILS,Servicios Aéreos Ilsa,SERVICIOS ILSA,Mexico,
5308,,INK,Sincom-Avia,SINCOM AVIA,Ukraine,
5309,,IRV,Safat Airlines,SAFAT AIR,Iran,
5310,,IRZ,Saha Airlines Services,SAHA,Iran,
5311,,JAM,Sunline Express,SUNTRACK,Kenya,
5312,,JCM,Secure Air Charter,SECUREAIR,United States,
5313,,JIM,Sark International Airways,SARK,United Kingdom,
5314,JK,JKK,Spanair,SPANAIR,Spain,defunct
5315,,KKS,Salem,KOKSHE,Kazakhstan,
5316,,KOP,Servicios Aéreos Copters,COPTERS,Chile,
5317,,KSP,Servicios Aéreos Expecializados En Transportes Petroleros,SAEP,Colombia,
5318,,KYR,Sky Aeronautical Services,SKY AERONAUTICAL,Mexico,
5319,,LGU,Servicios Aéreos Ejecutivos De La Laguna,LAGUNA,Mexico,
5320,,LLA,Servico Leo Lopex,LEO LOPOZ,Mexico,
5321,,LLS,Servicios Aéreos Estrella,SERVIESTRELLA,Mexico,
5322,,LMG,South African Air Force,SOUTH AFRICAN,South Africa,
5323,,LMO,Sky One Holdings as Privaira,SKY HOLDINGS,United States,"Callsign and company name changed from Sky Limo Corporation ""SKY LIMO"" in 2015.[57]"
5324,RZ*,LRS,Sansa,,Costa Rica,
5325,,LSP,Spectrum Aviation Incorporated,AIR TONY,United Kingdom,
5326,,MCG,SOS Helikoptern Gotland,MEDICOPTER,Sweden,
5327,,MDT,Sundt Air,MIDNIGHT,Norway,
5328,,MLO,Servicios Aéreos Milenio,MILENIO,Mexico,
5329,,MMS,SAAD (A320) Limited,MUSAAD AIR,Cayman Islands,
5330,,MRI,Servicios Aéreos Moritani,MORITANI,Mexico,
5331,2G*,MRR,San Juan Airlines,MARINER,United States,
5332,,MSG,Servico Aéreo Regional,SAR-REGIONAL,Mozambique,
5333,,MSP,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública,SEGURIDAD,Costa Rica,
5334,,MTG,Servicios Aéreos MTT,,Mexico,
5335,1Z,APD,Sabre Pacific,,Australia,
5336,1S,,Sabre,,United States,
5337,1I,,Sierra Nevada Airlines,,United States,
5338,1H,,Siren-Travel,,Russia,
5339,1Q,,Sirena,,Russia,
5340,,SBW,Snowbird Airlines,SNOWMAN,Finland,
5341,1K,,Southern Cross Distribution,,Australia,
5342,1K,,Sutra,,United States,
5343,2C,,SNCF,,France,
5344,2S,,Star Equatorial Airlines,,Guinea,
5345,,NAD,Seulawah Nad Air,SEULAWAH,Indonesia,
5346,,NAZ,Servicios Aéreos del Nazas S.A. de C.V.,NAZAS,Mexico,
5347,,NCS,Simpson Air Ltd,COMMUTER-CANADA,Canada,
5348,NK,NKS,Spirit Airlines,SPIRIT WINGS,United States,
5349,,NON,Servicios Aéreos Latinoamericanos,SERVICIOS LATINO,Mexico,
5350,,NRZ,Servicios Aéreos Monarrez,MONARREZ,Mexico,
5351,,NSC,Societe De Transport Aerien De Mauritanie,TRANS-SOCIETE,Mauritania,
5352,,NSE,SATENA,SATENA,Colombia,
5353,,NTB,Servicios Aéreos Del Norte,SERVINORTE,Mexico,
5354,,NTG,Servicios Integrales De Aviación,INTEGRALES,Mexico,
5355,S0,OKS,Slok Air Gambia,SLOK GAMBIA,Gambia,
5356,,OKT,Soko Aviation,SOKO AIR,Spain,
5357,,OLC,Solar Cargo,SOLARCARGO,Venezuela,
5358,,OLO,Soloflight,SOLO,United Kingdom,
5359,,ONG,Sonnig SA,SONNIG,Switzerland,
5360,SO,OSL,Sosoliso Airlines,SOSOLISO,Nigeria,
5361,,OSS,Servicios Aéreos Noticiosos,NOTICIOSOS,Mexico,
5362,,OTL,South Airlines,SOUTHLINE,Ukraine,
5363,VA,OZW,Virgin Australia Regional Airlines,VELOCITY,Australia,
5364,,PIV,Sokol,AEROSOKOL,Russia,
5365,,PLT,South Carolina Aeronautics Commission,PALMETTO,United States,
5366,,PMR,Servicios Aéreos Premier,SERVICIOS PREMIER,Mexico,
5367,,PNS,Survey Udara (Penas),PENAS,Indonesia,
5368,,POB,Servicios Aéreos Poblanos,POBLANOS,Mexico,
5369,,PSV,Servicios Aéreos Profesionales,PROSERVICIOS,Dominican Republic,
5370,,PTM,Southeastern Airways,POSTMAN,United States,
5371,,PUR,Spurwing Airlines,SPURWING,South Africa,
5372,1I,PZR,Sky Trek International Airlines,PHAZER,United States,
5373,,RBW,Shandong Airlines Rainbow Jet,CAI HONG,China,
5374,,REJ,SA Airlink Regional,REGIONAL LINK,South Africa,
5375,,RER,Servicio Aéreo Regional Regair,REGAIR,Ecuador,
5376,,RFT,Scoala Superioara De Aviatie Civila,ROMANIAN ACADEMY,Romania,
5377,,RGC,Servicios Aéreos Regiomontanos,REGIOMONTANO,Mexico,
5378,,RLS,S-Air,S-AIRLINES,Russia,
5379,,RMP,Servicios De Rampa Y Mostrador,SERAMSA,Mexico,
5380,,RSE,SNAS Aviation,RED SEA,Saudi Arabia,
5381,SX,SKB,Skybus Airlines,SKYBUS,United States,defunct
5382,,SKC,Skymaster Airlines,SKYMASTER AIR,Brazil,
5383,,SKD,Sky Harbor Air Service,SKY DAWG,United States,
5384,,SKE,Sky Tours,SKYISLE,United States,
5385,,AZG,Sakaviaservice,SAKSERVICE,Georgia,Defunct
5386,,SKF,Skycraft,SKYCRAFT,United States,
5387,,SKG,Skycraft Air Transport,SKYCRAFT-CANADA,Canada,
5388,RU,SKI,SkyKing Turks and Caicos Airways,SKYKING,Turks and Caicos Islands,IATA was QW
5389,,SKK,Skylink Aviation,SKYLINK,Canada,
5390,,SKL,Skycharter (Malton),SKYCHARTER,Canada,
5391,,SKN,Skyline Aviation Services,SKYLINER,United States,
5392,,SKO,Scottish Airways Flyers,SKYWORK,United Kingdom,
5393,,SKR,Skyscapes Air Charters,SKYSCAPES,South Africa,
5394,,SKS,Sky Service,SKY SERVICE,Belgium,Callsign re-allocated
5395,,SKS,Sky Link Aviation,,Pakistan,
5396,S3,BBR,Santa Barbara Airlines,SANTA BARBARA,Venezuela,
5397,XT,SKT,SkyStar Airways,SKY YOU,Thailand,
5398,H2,SKU,Sky Airline,AEROSKY,Chile,
5399,OO,SKW,SkyWest Airlines,SKYWEST,United States,
5400,JZ,SKX,Skyways Express,SKY EXPRESS,Sweden,Ceased operations 2012; Operations continue as Avia Express
5401,BC,SKY,Skymark Airlines,SKYMARK,Japan,
5402,,SKZ,Skyway Enterprises,SKYWAY-INC,United States,
5403,LJ,SLA,Sierra National Airlines,SELAIR,Sierra Leone,
5404,,SLB,Slok Air,SLOK AIR,Nigeria,
5405,,SLD,Silver Air,SILVERLINE,Czech Republic,
5406,,SLE,Streamline,SLIPSTREAM,South Africa,
5407,,SLF,Starfly,ELISTARFLY,Italy,
5408,,SLG,Saskatchewan Government,LIFEGUARD,Canada,Air Ambulance Service
5409,,SLH,Silverhawk Aviation,SILVERHAWK,United States,
5410,,AGE,Servicios Aéreos de Los Ángeles,AEROANGEL,Mexico,
5411,MI,SLK,SilkAir,SILKAIR,Singapore,
5412,6Q,SLL,Slovak Airlines,SLOV LINE,Slovakia,
5413,PY,SLM,Surinam Airways,SURINAM,Suriname,
5414,,SLN,Sloane Aviation,SLOANE,United Kingdom,
5415,,SLP,Salpa Aviation,SALPA,Sudan,
5416,,SLS,Servicios Aéreos Slainte,SERVICIOS SLAINTE,Mexico,
5417,,SLV,Stella Aviation,AVISTELLA,Mauritania,
5418,,SLW,Salama Airlines Nigeria,SALMA AIR,Nigeria,
5419,,SLX,Sete Linhas Aéreas,SETE,Brazil,
5420,,SLY,Sky Line for Air Services,SKYCO,Sudan,
5421,,SLZ,Super Luza,LUZA,Angola,
5422,,SMA,SMA Airlines,SESAME,Nigeria,
5423,,SMC,Sabang Merauke Raya Air Charter,SAMER,Indonesia,
5424,,SMD,Servicios Aéreos La Marquesa,SERVICIOS MARQUESA,Mexico,
5425,8D,,Servant Air,,United States,
5426,,SME,Semos,SEMICH,Kazakhstan,
5427,,SMF,Smalandsflyg,GORDON,Sweden,
5428,,SMH,Smithair,SMITHAIR,United States,
5429,,SMK,Semeyavia,ERTIS,Kazakhstan,
5430,,SML,Smith Air (1976),SMITH AIR,Canada,
5431,,SMM,Summit Air,SUMMIT,Canada,
5432,,SMQ,Samar Air,SAMAR AIR,Tajikistan,
5433,,SMR,Somon Air,SOMON AIR,Tajikistan,
5434,,SMT,Skyline,SKYLIMIT,Nigeria,
5435,,AOS,"Servicios Aéreos Del Sol, S.A. de C.V.",AEROSOL,Mexico,
5436,,SNA,Senator Aviation Charter,SENATOR,Germany,
5437,NB,SNB,Sterling Airlines,STERLING,Denmark,
5438,,SNE,Servicios Aéreos De Nicaragua (SANSA),SANSA,Nicaragua,
5439,,SNF,Shans Air,SHANS AIR,Russia,
5440,,SNH,Senair Services,SENSERVICE,Senegal,
5441,,SNI,Savanah Airlines,SAVANAHLINE,Nigeria,
5442,6J,SNJ,Solaseed Air,NEWSKY,Japan,
5443,,SNK,Southeast Airlines (Sun Jet International),SUN KING,United States,
5444,,SNL,Soonair Lines,SOONAIR,United States,
5445,,SNM,Servizi Aerei,SERVIZI AEREI,Italy,
5446,,SNP,Sun Pacific International,SUN PACIFIC,United States,
5447,,SNQ,Sun Quest Executive Air Charter,EXECU-QUEST,United States,
5448,,SNS,Societe Centrafricaine De Transport Aerien,,Central African Republic,
5449,,SNT,Suncoast Aviation,SUNCOAST,United States,
5450,,SNU,Snunit Aviation,,Israel,
5451,,SNV,Sudanese States Aviation,SUDANESE,Sudan,
5452,,SNW,Sun West Airlines,SUN WEST,United States,
5453,,SNX,Sun Air Aviation Services,SUNEX,Canada,
5454,,SOB,Stabo Freight,STABO,Zambia,
5455,,SOC,Southern Cargo Air Lines,,Russia,
5456,,SOH,Southern Ohio Aviation Sales,SOUTHERN OHIO,United States,
5457,,SOI,Southern Aviation,SOAVAIR,Zambia,
5458,IE,SOL,Solomon Airlines,SOLOMON,Solomon Islands,
5459,,SOM,Somali Airlines,SOMALAIR,Somali Republic,
5460,,SON,Sunshine Air Tours,SUNSHINE TOURS,United States,
5461,,SOO,Southern Air,SOUTHERN AIR,United States,
5462,,SOP,Solinair,SOLINAIR,Slovenia,
5463,,SOR,Sonair Servico Aéreo,SONAIR,Angola,
5464,,SOT,Southeast Correct Craft,SOUTH COURIER,United States,
5465,,SOU,Southern Airways,SOUTHERN EXPRESS,United States,
5466,6W,SOV,Saratov Airlines Joint Stock Company,SARATOV AIR,Russia,
5467,,SOW,Sowind Air,SOWIND,Canada,Defunct - code reallocated
5468,,SOW,White Sparrow GmbH,SPARROW,Austria,[58]
5469,,SOX,Solid Air,SOLIDAIR,Netherlands,
5470,HZ,SOZ,Sat Airlines,SATCO,Kazakhstan,
5471,,SPA,Sierra Pacific Airlines,SIERRA PACIFIC,United States,
5472,,SPB,Springbok Classic Air,SPRING CLASSIC,South Africa,
5473,,SPC,Skyworld Airlines,PORT,United States,
5474,,SPE,Sprague Electric Company,SPRAGUE,United States,
5475,,SPF,Space World Airline,SPACE WORLD,Nigeria,
5476,,SPG,Springdale Air Service,SPRING AIR,United States,
5477,,SPH,Sapphire Executive Air,SAPPHIRE-CHARTER,South Africa,
5478,,SPI,South Pacific Island Airways,SOUTH PACIFIC,United States,
5479,,SPL,Servicios Corporativos Aéreos De La Laguna,CORPORATIVOS LAGUNA,Mexico,
5480,,SPN,Skorpion Air,AIR SKORPIO,Bulgaria,
5481,,SPP,Sapphire Aviation,SAPPHIRE,United States,
5482,,SPQ,Servicios Aéreos Palenque,SERVICOS PALENQUE,Mexico,
5483,,TBS,Servicios Aéreos Tribasa,TRIBASA,Mexico,
5484,S5,TCF,Shuttle America,MERCURY,United States,
5485,,SVV,SALTAVIATION,SALT,Poland,[59]
5486,,TGT,SAAB Nyge Aero,TARGET,Sweden,
5487,,THB,Spark Air,THAI SABAI,Thailand,
5488,,TIH,S C Ion Tiriac,TIRIAC AIR,Romania,
5489,,TRL,Starlite Aviation,STARSTREAM,South Africa,
5490,,TRN,Servicios Aéreos Corporativos,AEROTRON,Mauritania,
5491,,TTM,Societe Tout Transport Mauritanien,TOUT-AIR,Mauritania,
5492,,TZU,Servicios Aéreos Tamazula,TAMAZULA,Mexico,
5493,,UGP,Shar Ink,SHARINK,Russia,
5494,,UKU,Second Sverdlovsk Air Enterprise,PYSHMA,Russia,
5495,,UNT,Servicios Aéreos Universitarios,UNIVERSITARIO,Mexico,
5496,,USK,Skif-Air,SKIF-AIR,Ukraine,
5497,,USN,Smarkand Aero Servise,SAMAS,Uzbekistan,
5498,,UZS,Samarkand Airways,SOGDIANA,Uzbekistan,
5499,,VDO,Servicios Aéreos Avandaro,AVANDARO,Mexico,
5500,,VGS,Stichting Vliegschool 16Hoven,SMART,Netherlands,
5501,,VRB,Silverback Cargo Freighters,SILVERBACK,Rwanda,
5502,,VRS,Sirvair,VAIRSA,Mexico,
5503,DV,VSV,Scat Air,VLASTA,Kazakhstan,
5504,,VXN,Sunset Aviation,VIXEN,United States,
5505,,TWY,"Sunset Aviation, LLC",TWILIGHT,United States,dba Solairus Aviation
5506,,WCC,Sport Air Travel,WEST COAST,United States,
5507,,WFC,Swift Copters,SWIFTCOPTERS,Switzerland,
5508,,WLK,Skyrover CC,SKYWATCH,South Africa,
5509,,XLK,Safarilink Aviation,SAFARILINK,Kenya,
5510,,XMX,SENEAM,SENEAM,Mexico,
5511,,XPG,Southport Air Service,,United States,
5512,,XSA,Spectrum Air Service,,United States,
5513,,XSN,Stephenville Aviation Services,,Canada,
5514,,XTA,Servicios Aéreos Textra,TEXTRA,Mexico,
5515,,XTR,Sector Airlines,EXTER,Canada,
5516,,XXS,Skyplan Services,,Canada,
5517,,YBE,Stewart Aviation Services,YELLOW BIRD,United States,
5518,R1,,Sirin,,,
5519,,SXN,SaxonAir,SAXONAIR,United Kingdom,
5520,O3,CSS,SF Airlines,SHUN FENG,China,
5521,,SAF,Singapore Air Force,SINGA,Singapore,
5522,,KFE,SkyFirst LTD,SKYFIRST,Malta,2012
5523,PQ,SQP,SkyUp,SKYUP,Ukraine,
5524,S5,LLC,Small Planet Airlines,SMALL PLANET,Lithuania,defunct
5525,P7,LLP,Small Planet Airlines,SKYPOL,Poland,defunct
5526,P2,LLI,Small Planet Airlines,AURIGA,Italy,defunct
5527,5P,LLX,Small Planet Airlines,GERMANJET,Germany,defunct
5528,UL,ALK,SriLankan Airlines,SRILANKAN,Sri Lanka,
5529,DJ,SRR,Star Air,WHITESTAR,Denmark,
5530,V9,HCW,Star1 Airlines,STAR1,Lithuania,defunct
5531,Q4,TLK,Starlink Aviation,STARLINK,Canada,
5532,,UFA,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine,
5533,,CDL,Sunbird Airlines,CAROLINA,United States,
5534,XG,SXD,Sunexpress Deutschland,SUNRISE,Germany,
5535,SO,AAS,Sunshine Airlines,,,defunct
5536,,RZ,Superna Airlines,YANGTZE RIVER,China,
5537,TC,ATC,Air Tanzania Company Limited,TANZANIA,Tanzania,
5538,9L,TOW,AirTanker Services,TOWLINE,United Kingdom,
5539,DG,SRQ,Cebgo,BLUE JAY,Philippines,"Formerly SEAir, South East Asian Airlines and Tigerair Philippines"
5540,,TLO,Eagle Canyon Airlines,TALON AIR,United States,
5541,LS,EXS,Jet2,Channex,United Kingdom,Started in 1983
5542,1L,OSY,Open Skies Consultative Commission,OPEN SKIES,United States,
5543,2S,TGR,Satgur Air Transport,SATGURAIR,Liberia,defunct
5544,DT,DTA,TAAG Angola Airlines,DTA,Angola,
5545,,IRF,TA-Air Airline,TA-AIR,Iran,
5546,,TBI,TAB Express International,TAB INTERNATIONAL,United States,
5547,,TBM,Taban Air Lines,TABAN AIR,Iran,
5548,,THO,TACA De Honduras,LEMPIRA,Honduras,
5549,VR,TCV,TACV,CABOVERDE,Cape Verde,
5550,,TDC,Tadair,TADAIR,Spain,Ceased operation in 2003
5551,,TES,Taespejo Portugal LDA,Tesaban,Portugal,
5552,,HET,TAF Helicopters,HELITAF,Spain,
5553,,TSD,TAF-Linhas Aéreas,TAFI,Brazil,
5554,,SBT,Taftan Airlines,TAFTAN,Iran,
5555,,FPG,TAG Aviation,TAG AVIATION,Switzerland,
5556,,TGM,TAG Aviation Espana,TAG ESPANA,Spain,
5557,,VIP,Tag Aviation UK,SOVEREIGN,United Kingdom,
5558,,TAG,TAG Aviation USA,TAG U-S,United States,
5559,,FBO,TAG Farnborough Airport,,United Kingdom,
5560,TI,TWI,Tailwind Airlines,TAILWIND,Turkey,
5561,,TIN,Taino Tours,TAINO,Dominican Republic,
5562,,TFB,Tair Airways,ROYAL TEE-AIR,Philippines,
5563,,TJK,Tajikair,TAJIKAIR,Tajikistan,
